year,week,ats_accuracy,ats_correct,su_accuracy,su_correct,total_games,cors_version
1975,11,60.7,37,82.0,50,61,v0.4.0
1975,12,58.0,29,66.0,33,50,v0.4.0
1975,13,52.6,10,73.7,14,19,v0.4.0
1976,1,69.2,9,69.2,9,13,v0.4.0
1976,2,72.2,39,57.4,31,54,v0.4.0
1976,3,59.0,36,63.9,39,61,v0.4.0
1976,4,48.3,28,56.9,33,58,v0.4.0
1976,5,55.7,34,65.6,40,61,v0.4.0
1976,6,65.0,39,71.7,43,60,v0.4.0
1976,7,45.8,27,61.0,36,59,v0.4.0
1976,8,56.5,35,72.6,45,62,v0.4.0
1976,9,59.0,36,70.5,43,61,v0.4.0
1976,10,57.1,36,68.3,43,63,v0.4.0
1976,11,50.0,33,65.2,43,66,v0.4.0
1976,12,59.6,31,55.8,29,52,v0.4.0
1976,13,54.2,13,79.2,19,24,v0.4.0
1977,1,63.6,7,45.5,5,11,v0.4.0
1977,2,56.9,33,62.1,36,58,v0.4.0
1977,3,62.5,40,59.4,38,64,v0.4.0
1977,4,50.8,33,63.1,41,65,v0.4.0
1977,5,52.3,34,67.7,44,65,v0.4.0
1977,6,62.5,40,68.8,44,64,v0.4.0
1977,7,46.7,28,68.3,41,60,v0.4.0
1977,8,61.5,40,69.2,45,65,v0.4.0
1977,9,55.6,35,79.4,50,63,v0.4.0
1977,10,42.2,27,65.6,42,64,v0.4.0
1977,11,47.0,31,68.2,45,66,v0.4.0
1977,12,62.3,33,67.9,36,53,v0.4.0
1977,13,62.5,15,83.3,20,24,v0.4.0
1977,14,40.0,2,80.0,4,5,v0.4.0
1978,1,87.5,7,62.5,5,8,v0.4.0
1978,2,61.9,26,73.8,31,42,v0.4.0
1978,3,50.0,26,75.0,39,52,v0.4.0
1978,4,53.2,33,56.5,35,62,v0.4.0
1978,5,64.5,40,64.5,40,62,v0.4.0
1978,6,46.0,29,66.7,42,63,v0.4.0
1978,7,55.7,34,49.2,30,61,v0.4.0
1978,8,52.5,32,63.9,39,61,v0.4.0
1978,9,41.0,25,67.2,41,61,v0.4.0
1978,10,58.7,37,74.6,47,63,v0.4.0
1978,11,49.2,31,71.4,45,63,v0.4.0
1978,12,54.1,33,68.9,42,61,v0.4.0
1978,13,51.5,17,69.7,23,33,v0.4.0
1978,14,57.1,8,92.9,13,14,v0.4.0
1979,1,90.0,9,60.0,6,10,v0.4.0
1979,2,62.2,28,55.6,25,45,v0.4.0
1979,3,70.4,38,66.7,36,54,v0.4.0
1979,4,55.4,36,63.1,41,65,v0.4.0
1979,5,48.4,30,56.5,35,62,v0.4.0
1979,6,55.7,34,57.4,35,61,v0.4.0
1979,7,52.3,34,69.2,45,65,v0.4.0
1979,8,43.8,28,73.4,47,64,v0.4.0
1979,9,39.3,24,77.0,47,61,v0.4.0
1979,10,55.6,35,71.4,45,63,v0.4.0
1979,11,60.7,37,70.5,43,61,v0.4.0
1979,12,58.7,37,69.8,44,63,v0.4.0
1979,13,54.8,17,83.9,26,31,v0.4.0
1980,1,100.0,1,100.0,1,1,v0.4.0
1980,2,45.5,15,63.6,21,33,v0.4.0
1980,3,55.8,29,69.2,36,52,v0.4.0
1980,4,56.5,35,71.0,44,62,v0.4.0
1980,5,59.3,35,61.0,36,59,v0.4.0
1980,6,55.0,33,63.3,38,60,v0.4.0
1980,7,51.6,33,65.6,42,64,v0.4.0
1980,8,50.8,31,70.5,43,61,v0.4.0
1980,9,56.5,35,64.5,40,62,v0.4.0
1980,10,51.6,33,76.6,49,64,v0.4.0
1980,11,60.0,36,80.0,48,60,v0.4.0
1980,12,45.9,28,82.0,50,61,v0.4.0
1980,13,60.7,34,57.1,32,56,v0.4.0
1980,14,37.5,6,68.8,11,16,v0.4.0
1981,1,46.7,14,70.0,21,30,v0.4.0
1981,2,63.5,33,57.7,30,52,v0.4.0
1981,3,60.0,36,66.7,40,60,v0.4.0
1981,4,66.7,38,63.2,36,57,v0.4.0
1981,5,52.5,32,70.5,43,61,v0.4.0
1981,6,52.4,33,58.7,37,63,v0.4.0
1981,7,46.0,29,65.1,41,63,v0.4.0
1981,8,51.6,33,76.6,49,64,v0.4.0
1981,9,61.3,38,67.7,42,62,v0.4.0
1981,10,32.2,19,67.8,40,59,v0.4.0
1981,11,52.4,33,71.4,45,63,v0.4.0
1981,12,53.6,30,64.3,36,56,v0.4.0
1981,13,36.8,7,73.7,14,19,v0.4.0
1982,1,45.5,10,77.3,17,22,v0.4.0
1982,2,60.0,27,66.7,30,45,v0.4.0
1982,3,51.2,22,65.1,28,43,v0.4.0
1982,4,43.8,21,70.8,34,48,v0.4.0
1982,5,54.7,29,67.9,36,53,v0.4.0
1982,6,44.9,22,61.2,30,49,v0.4.0
1982,7,56.9,29,78.4,40,51,v0.4.0
1982,8,58.3,28,75.0,36,48,v0.4.0
1982,9,60.8,31,70.6,36,51,v0.4.0
1982,10,54.0,27,72.0,36,50,v0.4.0
1982,11,42.9,21,73.5,36,49,v0.4.0
1982,12,65.9,29,70.5,31,44,v0.4.0
1982,13,63.2,12,78.9,15,19,v0.4.0
1983,1,100.0,1,100.0,1,1,v0.4.0
1983,2,56.5,13,73.9,17,23,v0.4.0
1983,3,59.1,26,56.8,25,44,v0.4.0
1983,4,46.5,20,58.1,25,43,v0.4.0
1983,5,42.9,21,51.0,25,49,v0.4.0
1983,6,47.9,23,64.6,31,48,v0.4.0
1983,7,56.0,28,66.0,33,50,v0.4.0
1983,8,44.9,22,75.5,37,49,v0.4.0
1983,9,51.0,25,73.5,36,49,v0.4.0
1983,10,59.2,29,77.6,38,49,v0.4.0
1983,11,48.0,24,70.0,35,50,v0.4.0
1983,12,61.5,32,67.3,35,52,v0.4.0
1983,13,45.0,18,72.5,29,40,v0.4.0
1983,14,33.3,5,80.0,12,15,v0.4.0
1983,15,50.0,2,100.0,4,4,v0.4.0
1984,1,0.0,0,100.0,1,1,v0.4.0
1984,2,46.2,6,76.9,10,13,v0.4.0
1984,3,70.0,28,70.0,28,40,v0.4.0
1984,4,56.1,23,65.9,27,41,v0.4.0
1984,5,63.8,30,72.3,34,47,v0.4.0
1984,6,61.2,30,63.3,31,49,v0.4.0
1984,7,48.9,23,48.9,23,47,v0.4.0
1984,8,51.0,25,63.3,31,49,v0.4.0
1984,9,60.0,30,72.0,36,50,v0.4.0
1984,10,50.0,25,64.0,32,50,v0.4.0
1984,11,56.9,29,78.4,40,51,v0.4.0
1984,12,62.5,30,70.8,34,48,v0.4.0
1984,13,43.5,20,54.3,25,46,v0.4.0
1984,14,52.4,11,57.1,12,21,v0.4.0
1985,1,50.0,5,40.0,4,10,v0.4.0
1985,2,52.0,13,60.0,15,25,v0.4.0
1985,3,57.1,24,54.8,23,42,v0.4.0
1985,4,52.3,23,56.8,25,44,v0.4.0
1985,5,54.5,24,50.0,22,44,v0.4.0
1985,6,49.0,24,75.5,37,49,v0.4.0
1985,7,57.4,27,63.8,30,47,v0.4.0
1985,8,46.0,23,68.0,34,50,v0.4.0
1985,9,65.3,32,67.3,33,49,v0.4.0
1985,10,50.0,25,64.0,32,50,v0.4.0
1985,11,70.0,35,70.0,35,50,v0.4.0
1985,12,58.7,27,84.8,39,46,v0.4.0
1985,13,55.3,21,73.7,28,38,v0.4.0
1985,14,64.3,9,71.4,10,14,v0.4.0
1986,1,50.0,3,83.3,5,6,v0.4.0
1986,2,64.5,20,74.2,23,31,v0.4.0
1986,3,65.0,26,55.0,22,40,v0.4.0
1986,4,45.5,20,52.3,23,44,v0.4.0
1986,5,65.1,28,81.4,35,43,v0.4.0
1986,6,57.8,26,73.3,33,45,v0.4.0
1986,7,54.3,25,58.7,27,46,v0.4.0
1986,8,45.8,22,66.7,32,48,v0.4.0
1986,9,54.2,26,70.8,34,48,v0.4.0
1986,10,38.3,18,74.5,35,47,v0.4.0
1986,11,50.0,23,56.5,26,46,v0.4.0
1986,12,61.7,29,53.2,25,47,v0.4.0
1986,13,51.4,18,54.3,19,35,v0.4.0
1986,14,66.7,10,80.0,12,15,v0.4.0
1987,1,100.0,1,0.0,0,1,v0.4.0
1987,2,75.0,24,65.6,21,32,v0.4.0
1987,3,56.1,23,58.5,24,41,v0.4.0
1987,4,58.1,25,53.5,23,43,v0.4.0
1987,5,56.8,25,68.2,30,44,v0.4.0
1987,6,58.7,27,71.7,33,46,v0.4.0
1987,7,64.4,29,57.8,26,45,v0.4.0
1987,8,57.4,27,63.8,30,47,v0.4.0
1987,9,56.8,25,59.1,26,44,v0.4.0
1987,10,56.5,26,73.9,34,46,v0.4.0
1987,11,52.2,24,78.3,36,46,v0.4.0
1987,12,50.0,23,80.4,37,46,v0.4.0
1987,13,53.7,22,70.7,29,41,v0.4.0
1987,14,35.7,5,85.7,12,14,v0.4.0
1988,1,100.0,1,100.0,1,1,v0.4.0
1988,2,60.0,18,90.0,27,30,v0.4.0
1988,3,53.7,22,58.5,24,41,v0.4.0
1988,4,72.1,31,62.8,27,43,v0.4.0
1988,5,55.8,24,67.4,29,43,v0.4.0
1988,6,61.7,29,78.7,37,47,v0.4.0
1988,7,53.3,24,77.8,35,45,v0.4.0
1988,8,57.4,27,66.0,31,47,v0.4.0
1988,9,45.7,21,65.2,30,46,v0.4.0
1988,10,39.1,18,80.4,37,46,v0.4.0
1988,11,58.0,29,68.0,34,50,v0.4.0
1988,12,47.9,23,70.8,34,48,v0.4.0
1988,13,48.7,19,76.9,30,39,v0.4.0
1988,14,60.0,9,86.7,13,15,v0.4.0
1989,1,51.7,15,62.1,18,29,v0.4.0
1989,2,68.4,26,73.7,28,38,v0.4.0
1989,3,67.4,31,76.1,35,46,v0.4.0
1989,4,52.2,24,63.0,29,46,v0.4.0
1989,5,58.1,25,69.8,30,43,v0.4.0
1989,6,59.2,29,71.4,35,49,v0.4.0
1989,7,47.8,22,60.9,28,46,v0.4.0
1989,8,47.9,23,70.8,34,48,v0.4.0
1989,9,68.8,33,77.1,37,48,v0.4.0
1989,10,52.2,24,76.1,35,46,v0.4.0
1989,11,50.0,24,83.3,40,48,v0.4.0
1989,12,50.0,22,79.5,35,44,v0.4.0
1989,13,36.4,8,59.1,13,22,v0.4.0
1989,14,55.6,5,88.9,8,9,v0.4.0
1990,1,100.0,1,100.0,1,1,v0.4.0
1990,2,57.7,15,69.2,18,26,v0.4.0
1990,3,64.3,27,64.3,27,42,v0.4.0
1990,4,59.5,25,59.5,25,42,v0.4.0
1990,5,57.1,24,57.1,24,42,v0.4.0
1990,6,55.6,25,44.4,20,45,v0.4.0
1990,7,42.6,20,63.8,30,47,v0.4.0
1990,8,64.6,31,79.2,38,48,v0.4.0
1990,9,53.2,25,78.7,37,47,v0.4.0
1990,10,61.7,29,76.6,36,47,v0.4.0
1990,11,46.8,22,76.6,36,47,v0.4.0
1990,12,34.7,17,61.2,30,49,v0.4.0
1990,13,60.0,27,73.3,33,45,v0.4.0
1990,14,43.5,10,73.9,17,23,v0.4.0
1990,15,62.5,5,62.5,5,8,v0.4.0
1991,1,55.6,10,55.6,10,18,v0.4.0
1991,2,66.7,26,74.4,29,39,v0.4.0
1991,3,66.7,28,76.2,32,42,v0.4.0
1991,4,57.8,26,68.9,31,45,v0.4.0
1991,5,50.0,22,65.9,29,44,v0.4.0
1991,6,45.7,21,65.2,30,46,v0.4.0
1991,7,55.3,26,68.1,32,47,v0.4.0
1991,8,58.7,27,65.2,30,46,v0.4.0
1991,9,46.8,22,72.3,34,47,v0.4.0
1991,10,43.8,21,70.8,34,48,v0.4.0
1991,11,56.2,27,75.0,36,48,v0.4.0
1991,12,57.4,27,83.0,39,47,v0.4.0
1991,13,63.2,24,86.8,33,38,v0.4.0
1991,14,58.3,7,91.7,11,12,v0.4.0
1992,1,50.0,1,50.0,1,2,v0.4.0
1992,2,54.8,23,81.0,34,42,v0.4.0
1992,3,56.8,25,47.7,21,44,v0.4.0
1992,4,67.4,31,65.2,30,46,v0.4.0
1992,5,55.8,24,67.4,29,43,v0.4.0
1992,6,60.9,28,60.9,28,46,v0.4.0
1992,7,71.1,32,53.3,24,45,v0.4.0
1992,8,44.9,22,67.3,33,49,v0.4.0
1992,9,54.2,26,64.6,31,48,v0.4.0
1992,10,59.2,29,77.6,38,49,v0.4.0
1992,11,73.5,36,67.3,33,49,v0.4.0
1992,12,63.3,31,73.5,36,49,v0.4.0
1992,13,55.0,22,62.5,25,40,v0.4.0
1992,14,64.3,9,92.9,13,14,v0.4.0
1993,1,50.0,1,50.0,1,2,v0.4.0
1993,2,61.4,27,72.7,32,44,v0.4.0
1993,3,57.1,24,66.7,28,42,v0.4.0
1993,4,65.9,27,63.4,26,41,v0.4.0
1993,5,62.2,28,66.7,30,45,v0.4.0
1993,6,57.4,27,68.1,32,47,v0.4.0
1993,7,51.1,23,77.8,35,45,v0.4.0
1993,8,51.1,24,59.6,28,47,v0.4.0
1993,9,59.1,26,72.7,32,44,v0.4.0
1993,10,64.6,31,64.6,31,48,v0.4.0
1993,11,57.4,27,68.1,32,47,v0.4.0
1993,12,51.0,25,73.5,36,49,v0.4.0
1993,13,52.4,22,66.7,28,42,v0.4.0
1993,14,36.8,7,78.9,15,19,v0.4.0
1994,1,100.0,2,100.0,2,2,v0.4.0
1994,2,56.8,25,72.7,32,44,v0.4.0
1994,3,45.7,21,65.2,30,46,v0.4.0
1994,4,60.0,27,66.7,30,45,v0.4.0
1994,5,50.0,22,70.5,31,44,v0.4.0
1994,6,51.1,23,62.2,28,45,v0.4.0
1994,7,59.2,29,73.5,36,49,v0.4.0
1994,8,41.7,20,62.5,30,48,v0.4.0
1994,9,51.1,24,76.6,36,47,v0.4.0
1994,10,60.9,28,69.6,32,46,v0.4.0
1994,11,46.5,20,76.7,33,43,v0.4.0
1994,12,50.0,25,76.0,38,50,v0.4.0
1994,13,53.5,23,58.1,25,43,v0.4.0
1994,14,42.1,8,63.2,12,19,v0.4.0
1995,1,100.0,2,50.0,1,2,v0.4.0
1995,2,57.5,23,72.5,29,40,v0.4.0
1995,3,53.7,22,65.9,27,41,v0.4.0
1995,4,64.6,31,47.9,23,48,v0.4.0
1995,5,65.2,30,58.7,27,46,v0.4.0
1995,6,47.8,22,63.0,29,46,v0.4.0
1995,7,46.7,21,64.4,29,45,v0.4.0
1995,8,55.1,27,67.3,33,49,v0.4.0
1995,9,46.7,21,64.4,29,45,v0.4.0
1995,10,57.4,27,70.2,33,47,v0.4.0
1995,11,66.7,32,72.9,35,48,v0.4.0
1995,12,42.0,21,80.0,40,50,v0.4.0
1995,13,46.7,21,80.0,36,45,v0.4.0
1995,14,45.5,10,68.2,15,22,v0.4.0
1996,1,100.0,2,0.0,0,2,v0.4.0
1996,2,62.1,18,79.3,23,29,v0.4.0
1996,3,53.7,22,65.9,27,41,v0.4.0
1996,4,52.4,22,66.7,28,42,v0.4.0
1996,5,56.2,27,50.0,24,48,v0.4.0
1996,6,72.5,29,67.5,27,40,v0.4.0
1996,7,54.5,24,65.9,29,44,v0.4.0
1996,8,53.2,25,72.3,34,47,v0.4.0
1996,9,58.7,27,71.7,33,46,v0.4.0
1996,10,41.7,20,77.1,37,48,v0.4.0
1996,11,46.8,22,78.7,37,47,v0.4.0
1996,12,55.1,27,55.1,27,49,v0.4.0
1996,13,61.7,29,70.2,33,47,v0.4.0
1996,14,35.1,13,78.4,29,37,v0.4.0
1996,15,78.6,11,71.4,10,14,v0.4.0
1997,1,100.0,2,100.0,2,2,v0.4.0
1997,2,78.6,22,75.0,21,28,v0.4.0
1997,3,65.1,28,65.1,28,43,v0.4.0
1997,4,67.4,31,65.2,30,46,v0.4.0
1997,5,45.7,21,60.9,28,46,v0.4.0
1997,6,51.2,21,68.3,28,41,v0.4.0
1997,7,67.3,33,81.6,40,49,v0.4.0
1997,8,47.9,23,81.2,39,48,v0.4.0
1997,9,53.2,25,61.7,29,47,v0.4.0
1997,10,61.7,29,74.5,35,47,v0.4.0
1997,11,56.0,28,70.0,35,50,v0.4.0
1997,12,48.9,23,83.0,39,47,v0.4.0
1997,13,54.2,26,77.1,37,48,v0.4.0
1997,14,55.3,21,65.8,25,38,v0.4.0
1997,15,41.7,5,58.3,7,12,v0.4.0
1998,1,75.0,3,75.0,3,4,v0.4.0
1998,2,53.5,23,69.8,30,43,v0.4.0
1998,3,53.2,25,66.0,31,47,v0.4.0
1998,4,60.0,27,75.6,34,45,v0.4.0
1998,5,63.8,30,66.0,31,47,v0.4.0
1998,6,58.0,29,72.0,36,50,v0.4.0
1998,7,41.5,22,67.9,36,53,v0.4.0
1998,8,57.4,27,66.0,31,47,v0.4.0
1998,9,45.1,23,68.6,35,51,v0.4.0
1998,10,58.0,29,74.0,37,50,v0.4.0
1998,11,57.1,28,79.6,39,49,v0.4.0
1998,12,52.0,26,80.0,40,50,v0.4.0
1998,13,58.3,28,72.9,35,48,v0.4.0
1998,14,46.7,7,66.7,10,15,v0.4.0
1999,1,80.0,4,60.0,3,5,v0.4.0
1999,2,54.5,24,75.0,33,44,v0.4.0
1999,3,60.5,26,76.7,33,43,v0.4.0
1999,4,61.2,30,71.4,35,49,v0.4.0
1999,5,54.2,26,60.4,29,48,v0.4.0
1999,6,60.0,30,56.0,28,50,v0.4.0
1999,7,59.6,31,63.5,33,52,v0.4.0
1999,8,61.7,29,68.1,32,47,v0.4.0
1999,9,45.8,22,68.8,33,48,v0.4.0
1999,10,52.8,28,69.8,37,53,v0.4.0
1999,11,47.9,23,83.3,40,48,v0.4.0
1999,12,65.4,34,67.3,35,52,v0.4.0
1999,13,54.3,25,73.9,34,46,v0.4.0
1999,14,65.0,13,65.0,13,20,v0.4.0
