Season,Week,Home Team,Home Score,Away Team,Away Score,Neutral Site
2021,12,ECU,17,NAVY,28,FALSE
2021,12,FIU,14,MASS,24,FALSE
2021,12,GASO,3,TXST,27,FALSE
2021,12,GAST,51,UCF,14,FALSE
2021,12,GT,37,MIAF,3,FALSE
2021,12,HAWI,3,UNLV,21,FALSE
2021,12,ILLI,27,PNST,20,FALSE
2021,12,IND,6,MICH,7,FALSE
2021,12,KSST,19,TTU,13,FALSE
2021,12,LOU,21,WAKE,14,FALSE
2021,12,LSU,3,ARK,30,FALSE
2021,12,LT,13,RICE,17,FALSE
2021,12,LU,19,MIAO,21,FALSE
2021,12,MISS,24,USM,7,FALSE
2021,12,MIST,13,OHST,20,FALSE
2021,12,MSST,35,VAND,13,FALSE
2021,12,MTSU,7,FAU,30,FALSE
2021,12,NCST,24,FSU,31,FALSE
2021,12,ND,0,UVA,35,FALSE
2021,12,NIU,13,BUFF,0,FALSE
2021,12,NW,6,WISC,37,FALSE
2021,12,OHIO,35,BGSU,23,FALSE
2021,12,OKLA,7,OKST,24,FALSE
2021,12,OREG,28,UTAH,14,FALSE
2021,12,SJSU,24,NMSU,6,FALSE
2021,12,SMU,7,CINC,27,FALSE
2021,12,SOCA,17,MIZZ,24,FALSE
2021,12,STAN,16,ORST,27,FALSE
2021,12,TEMP,3,TULS,34,FALSE
2021,12,TENN,16,UKEN,38,FALSE
2021,12,TEX,27,TCU,24,FALSE
2021,12,UGA,0,FLA,24,FALSE
2021,12,ULL,20,USA,17,FALSE
2021,12,ULM,17,CCU,33,FALSE
2021,12,UMD,9,RUTG,10,FALSE
2021,12,UNC,19,PITT,34,FALSE
2021,12,USAF,23,NEV,20,FALSE
2021,12,USC,41,AZST,3,FALSE
2021,12,USF,20,TLNE,24,FALSE
2021,12,UTEP,15,UAB,27,FALSE
2021,12,UTST,20,UNM,7,FALSE
2021,12,WASH,17,COLO,20,FALSE
2021,12,WKU,10,MRSH,17,FALSE
2021,12,WMU,23,MINN,17,FALSE
2021,12,ZONA,20,WAST,14,FALSE
2021,13,UMD,6,MIST,10,FALSE
2021,13,ARMY,10,NW,3,FALSE
2021,13,ARST,31,GAST,10,FALSE
2021,13,BALL,33,NIU,0,FALSE
2021,13,BYU,16,NMSU,12,FALSE
2021,13,CAL,20,STAN,3,FALSE
2021,13,CINC,13,TLNE,17,FALSE
2021,13,CMU,34,WMU,33,FALSE
2021,13,COLO,27,UTAH,17,FALSE
2021,13,ECU,24,MEMP,16,FALSE
2021,13,EMU,24,USA,6,FALSE
2021,13,FIU,7,FAU,48,FALSE
2021,13,FLA,13,LSU,31,FALSE
2021,13,FRES,10,SDSU,23,FALSE
2021,13,GASO,9,APST,16,FALSE
2021,13,GT,14,ND,17,FALSE
2021,13,IAST,20,WVU,7,FALSE
2021,13,KSST,34,KANS,17,FALSE
2021,13,MASS,7,CCU,13,FALSE
2021,13,MIAF,0,MINN,13,FALSE
2021,13,MIAO,3,OHIO,52,FALSE
2021,13,MIZZ,19,ARK,9,FALSE
2021,13,MTSU,17,WKU,7,FALSE
2021,13,NEV,20,BOIS,7,FALSE
2021,13,OKST,14,TTU,10,FALSE
2021,13,ORST,31,KENT,7,FALSE
2021,13,RICE,6,UAB,43,FALSE
2021,13,SJSU,21,UNLV,14,FALSE
2021,13,SMU,24,NAVY,17,FALSE
2021,13,TAMU,20,SOCA,14,FALSE
2021,13,TENN,41,CLEM,23,FALSE
2021,13,TEX,64,OKLA,17,FALSE
2021,13,TLDO,0,BGSU,22,FALSE
2021,13,UGA,16,AUB,37,FALSE
2021,13,UHOU,3,TULS,23,FALSE
2021,13,UKEN,41,MSST,13,FALSE
2021,13,ULM,3,ULL,16,FALSE
2021,13,USAF,20,CSU,19,FALSE
2021,13,USF,13,UCF,10,FALSE
2021,13,USM,3,LT,20,FALSE
2021,13,UTSA,10,UNT,34,FALSE
2021,13,WISC,28,ILLI,6,FALSE
2021,13,WYOM,6,UTST,27,FALSE
2021,13,ZONA,48,AZST,16,FALSE
2021,14,ARMY,28,NAVY,20,FALSE
2021,14,BAYL,33,TCU,13,FALSE
2021,14,BOIS,16,ODU,21,FALSE
2021,14,CHAR,6,TROY,10,FALSE
2021,14,CLEM,7,SOCA,10,FALSE
2021,14,FSU,34,FLA,3,FALSE
2021,14,GT,20,UGA,17,FALSE
2021,14,HAWI,13,BYU,22,FALSE
2021,14,IND,0,PURD,44,FALSE
2021,14,IOWA,17,NEB,3,FALSE
2021,14,KANS,20,MIZZ,24,FALSE
2021,14,KENT,0,AKRN,6,FALSE
2021,14,KSST,30,OHIO,44,FALSE
2021,14,LOU,17,UKEN,34,FALSE
2021,14,MRSH,10,ARST,27,FALSE
2021,14,NCST,37,ECU,16,FALSE
2021,14,ND,10,STAN,34,FALSE
2021,14,NEV,9,UNT,20,FALSE
2021,14,NMSU,14,AZST,7,FALSE
2021,14,NW,0,ILLI,49,FALSE
2021,14,OHST,14,MICH,10,FALSE
2021,14,ORST,24,OREG,42,FALSE
2021,14,PNST,20,MIST,34,FALSE
2021,14,RUTG,27,CONN,3,FALSE
2021,14,SMU,13,CAL,10,FALSE
2021,14,TENN,20,BAMA,16,FALSE
2021,14,UCLA,10,USC,48,FALSE
2021,14,UHOU,24,TAMU,34,FALSE
2021,14,ULL,10,LSU,6,FALSE
2021,14,UNC,6,DUKE,24,FALSE
2021,14,UNM,0,OKST,13,FALSE
2021,14,USAF,25,TLNE,20,FALSE
2021,14,UTST,14,UMD,7,FALSE
2021,14,UVA,13,VT,9,FALSE
2021,14,VAND,7,MISS,45,FALSE
2021,14,WASH,10,WAST,0,FALSE
2021,14,WISC,49,MINN,6,FALSE
2021,14,WVU,10,PITT,39,FALSE
