Season,Week,Home Team,Home Score,Away Team,Away Score,Neutral Site
2022,1,BOIS,20,USC,9,FALSE
2022,1,WYOM,28,VAND,0,FALSE
2022,1,COLO,48,CSU,20,TRUE
2022,1,ZONA,30,ARK,13,FALSE
2022,1,SOCA,20,GASO,27,FALSE
2022,1,TROY,10,AUB,31,FALSE
2022,1,MSST,10,ULM,3,FALSE
2022,2,CINC,23,IAST,0,FALSE
2022,2,UCF,19,FAU,6,FALSE
2022,2,MIAO,32,TEMP,10,FALSE
2022,2,USF,20,MIAF,27,FALSE
2022,2,WASH,26,CCU,7,FALSE
2022,2,VAND,26,MEMP,10,FALSE
2022,2,UNM,39,SMU,21,FALSE
2022,2,TLNE,35,MISS,7,FALSE
2022,2,SDSU,19,UHOU,0,FALSE
2022,2,TULS,24,WAKE,28,FALSE
2022,2,ULL,34,CLEM,7,FALSE
2022,2,TENN,30,FSU,0,FALSE
2022,2,TLDO,6,LOU,19,FALSE
2022,2,CHAR,11,NCST,7,FALSE
2022,2,OHIO,16,CUSE,9,FALSE
2022,2,DUKE,44,TXST,45,FALSE
2022,2,SOCA,10,UNC,6,FALSE
2022,2,PITT,44,ND,13,FALSE
2022,2,ULM,3,UVA,27,FALSE
2022,2,VT,34,MRSH,7,FALSE
2022,2,IND,23,ILLI,20,FALSE
2022,2,IOWA,14,KENT,6,FALSE
2022,2,COLO,13,NEB,10,FALSE
2022,2,NW,39,AKRN,31,FALSE
2022,2,PURD,23,PNST,7,FALSE
2022,2,ARK,24,WISC,7,FALSE
2022,2,FLA,23,UMD,28,FALSE
2022,2,BGSU,15,OHST,14,FALSE
2022,2,BUFF,38,RUTG,14,FALSE
2022,2,WAST,17,BAYL,31,FALSE
2022,2,USM,13,KSST,31,FALSE
2022,2,UKEN,32,OKLA,14,FALSE
2022,2,AUB,17,TEX,23,FALSE
2022,2,LU,14,WVU,20,FALSE
2022,2,MTSU,14,EMU,21,FALSE
2022,2,SJSU,34,UAB,7,FALSE
2022,2,UTSA,14,NEV,22,FALSE
2022,2,MIZZ,31,RICE,21,FALSE
2022,2,UTEP,13,WYOM,20,FALSE
2022,2,ARMY,28,USAF,7,FALSE
2022,2,CONN,23,BALL,10,FALSE
2022,2,APST,14,BYU,17,FALSE
2022,2,NMSU,31,CSU,17,FALSE
2022,2,MASS,35,FRES,13,FALSE
2022,2,CMU,53,BOIS,16,FALSE
2022,2,WMU,24,UCLA,22,FALSE
2022,2,NIU,34,TROY,3,FALSE
2022,2,UTAH,17,UTST,34,FALSE
2022,2,AZST,26,HAWI,31,FALSE
2022,2,UNLV,31,LSU,27,FALSE
2022,2,ORST,40,ARST,10,FALSE
2022,2,CAL,6,TAMU,24,TRUE
2022,2,USC,44,GASO,10,FALSE
2022,2,ZONA,27,MSST,9,FALSE
2022,2,GAST,29,UGA,17,FALSE
2022,2,BAMA,49,USA,14,FALSE
2022,3,MIAO,27,CINC,31,FALSE
2022,3,UCF,16,FIU,3,FALSE
2022,3,TEMP,20,MISS,14,FALSE
2022,3,GT,27,USF,7,FALSE
2022,3,DUKE,23,ECU,31,FALSE
2022,3,MEMP,17,WKU,31,FALSE
2022,3,UNM,31,NAVY,14,FALSE
2022,3,UGA,14,SMU,3,FALSE
2022,3,TLNE,40,UNT,21,FALSE
2022,3,UHOU,17,TAMU,3,FALSE
2022,3,BAMA,55,TULS,24,FALSE
2022,3,BC,10,ILLI,21,FALSE
2022,3,FSU,27,MICH,14,FALSE
2022,3,UNLV,9,LOU,23,FALSE
2022,3,NCST,41,ULL,24,FALSE
2022,3,SJSU,24,CUSE,20,FALSE
2022,3,NEV,27,MIAF,3,FALSE
2022,3,UNC,48,APST,7,FALSE
2022,3,TLDO,30,PITT,6,FALSE
2022,3,UVA,36,SOCA,17,FALSE
2022,3,USA,24,VT,21,FALSE
2022,3,IOWA,14,IAST,27,FALSE
2022,3,ND,17,MINN,7,FALSE
2022,3,NEB,31,FLA,0,FALSE
2022,3,NW,50,BGSU,35,FALSE
2022,3,PURD,21,TTU,24,FALSE
2022,3,WISC,14,AKRN,13,FALSE
2022,3,CAL,28,IND,17,FALSE
2022,3,MSST,14,UMD,7,FALSE
2022,3,EMU,34,MIST,48,FALSE
2022,3,OHST,30,COLO,0,FALSE
2022,3,PNST,27,STAN,36,FALSE
2022,3,BOIS,30,RUTG,29,FALSE
2022,3,TCU,24,TXST,40,FALSE
2022,3,KSST,42,AZST,14,FALSE
2022,3,OKST,48,WAST,7,FALSE
2022,3,ARMY,3,WVU,15,FALSE
2022,3,FAU,17,LU,7,FALSE
2022,3,WYOM,19,CHAR,0,FALSE
2022,3,BUFF,10,MTSU,13,FALSE
2022,3,ODU,45,TROY,17,FALSE
2022,3,LT,21,ARST,17,FALSE
2022,3,RICE,23,FRES,13,FALSE
2022,3,CONN,25,OHIO,0,FALSE
2022,3,BYU,7,UTAH,14,FALSE
2022,3,BALL,24,NMSU,13,FALSE
2022,3,CSU,27,MASS,13,FALSE
2022,3,WMU,42,WASH,12,FALSE
2022,3,NIU,23,ZONA,3,FALSE
2022,3,TENN,24,UTST,21,FALSE
2022,3,HAWI,23,OREG,13,FALSE
2022,3,UCLA,34,SDSU,20,FALSE
2022,3,ORST,37,AUB,31,FALSE
2022,3,LSU,23,ULM,26,FALSE
2022,3,GAST,31,ARK,19,FALSE
2022,4,UCF,14,CINC,0,FALSE
2022,4,TEMP,14,TULS,10,FALSE
2022,4,ECU,33,USF,16,FALSE
2022,4,TLNE,20,MEMP,16,FALSE
2022,4,USAF,17,NAVY,13,FALSE
2022,4,SMU,34,UHOU,10,FALSE
2022,4,VT,16,BC,7,FALSE
2022,4,GT,31,CLEM,26,FALSE
2022,4,LOU,17,FSU,3,FALSE
2022,4,CUSE,13,NCST,6,FALSE
2022,4,WAKE,41,UNC,27,FALSE
2022,4,DUKE,30,UVA,26,FALSE
2022,4,MIAF,36,PITT,10,FALSE
2022,4,NEB,17,MINN,13,FALSE
2022,4,MICH,24,OKST,16,FALSE
2022,4,TTU,24,PNST,27,FALSE
2022,4,TEX,10,BAYL,17,FALSE
2022,4,TCU,42,OKLA,21,FALSE
2022,4,KANS,16,IAST,20,FALSE
2022,4,WVU,27,KSST,31,FALSE
2022,4,FAU,34,CHAR,23,FALSE
2022,4,FIU,6,MRSH,22,FALSE
2022,4,UTEP,17,WKU,20,FALSE
2022,4,ODU,28,MTSU,13,FALSE
2022,4,UAB,54,UNT,13,FALSE
2022,4,LT,21,RICE,17,FALSE
2022,4,USM,23,UTSA,3,FALSE
2022,4,ND,27,BYU,31,TRUE
2022,4,CONN,17,ARMY,9,FALSE
2022,4,MIAO,6,WMU,55,FALSE
2022,4,OHIO,10,AKRN,13,FALSE
2022,4,CMU,26,BUFF,13,FALSE
2022,4,BGSU,48,KENT,27,FALSE
2022,4,TLDO,10,BALL,9,FALSE
2022,4,EMU,27,NIU,17,FALSE
2022,4,BOIS,24,UTST,37,FALSE
2022,4,FRES,28,WYOM,3,FALSE
2022,4,SJSU,39,CSU,10,FALSE
2022,4,SDSU,38,HAWI,34,FALSE
2022,4,UNLV,7,NEV,16,FALSE
2022,4,OREG,34,UCLA,27,FALSE
2022,4,WASH,28,ORST,17,FALSE
2022,4,WAST,20,UTAH,0,FALSE
2022,4,STAN,48,USC,27,FALSE
2022,4,CAL,24,ZONA,27,FALSE
2022,4,COLO,40,AZST,10,FALSE
2022,4,UGA,24,AUB,19,FALSE
2022,4,MIZZ,27,UKEN,20,FALSE
2022,4,TAMU,43,FLA,3,FALSE
2022,4,SOCA,17,TENN,24,FALSE
2022,4,BAMA,63,VAND,0,FALSE
2022,4,LSU,16,MISS,10,FALSE
2022,4,MSST,14,ARK,6,FALSE
2022,4,ULL,20,GASO,16,FALSE
2022,4,APST,44,GAST,10,FALSE
2022,4,TROY,10,ULM,31,FALSE
2022,4,CCU,24,ARST,14,FALSE
2022,4,USA,14,TXST,27,FALSE
2022,4,MASS,49,NMSU,14,FALSE
2022,5,CINC,3,USF,12,FALSE
2022,5,UCF,31,SMU,10,FALSE
2022,5,IND,29,TLNE,20,FALSE
2022,5,FSU,16,BC,3,FALSE
2022,5,CLEM,19,NCST,31,FALSE
2022,5,CUSE,34,LOU,33,FALSE
2022,5,WAKE,35,ARST,3,FALSE
2022,5,GT,7,DUKE,29,FALSE
2022,5,MIAF,26,UNC,7,FALSE
2022,5,PITT,13,VT,6,FALSE
2022,5,ILLI,17,NIU,3,FALSE
2022,5,RUTG,16,IOWA,27,FALSE
2022,5,MIST,55,MINN,12,FALSE
2022,5,PURD,14,BAMA,40,FALSE
2022,5,OHST,14,WISC,3,FALSE
2022,5,MICH,23,UMD,14,FALSE
2022,5,OKLA,7,BAYL,14,FALSE
2022,5,TCU,50,IAST,13,FALSE
2022,5,WVU,17,KANS,21,FALSE
2022,5,KSST,27,OKST,13,FALSE
2022,5,TTU,16,TEX,20,FALSE
2022,5,MTSU,20,FAU,3,FALSE
2022,5,WKU,42,MRSH,8,FALSE
2022,5,UAB,30,FIU,13,FALSE
2022,5,ODU,43,NMSU,3,FALSE
2022,5,LT,31,UTEP,3,FALSE
2022,5,UNT,28,USM,7,FALSE
2022,5,RICE,24,UTSA,13,FALSE
2022,5,ND,28,STAN,21,FALSE
2022,5,BYU,29,CONN,3,FALSE
2022,5,LU,20,TENN,14,FALSE
2022,5,BGSU,55,MIAO,17,FALSE
2022,5,BUFF,38,KENT,16,FALSE
2022,5,AKRN,37,EMU,17,FALSE
2022,5,TLDO,21,CMU,31,FALSE
2022,5,BALL,14,WMU,34,FALSE
2022,5,UTST,34,USAF,6,FALSE
2022,5,NEV,29,FRES,0,FALSE
2022,5,CSU,17,UNM,24,FALSE
2022,5,SJSU,6,HAWI,0,FALSE
2022,5,SDSU,45,UNLV,34,FALSE
2022,5,CAL,13,OREG,7,FALSE
2022,5,UCLA,38,WASH,28,FALSE
2022,5,USC,45,WAST,14,FALSE
2022,5,ORST,30,COLO,44,FALSE
2022,5,AZST,31,UTAH,20,FALSE
2022,5,SOCA,29,UGA,3,FALSE
2022,5,FLA,21,MIZZ,31,FALSE
2022,5,UKEN,26,VAND,7,FALSE
2022,5,LSU,24,MSST,3,FALSE
2022,5,TAMU,33,ARK,35,TRUE
2022,5,APST,20,TXST,35,FALSE
2022,5,GASO,3,TROY,10,FALSE
2022,5,GAST,24,USA,7,FALSE
2022,5,CCU,23,ULL,10,FALSE
2022,6,TEMP,42,CINC,3,FALSE
2022,6,USF,17,SMU,3,FALSE
2022,6,ECU,31,UHOU,21,FALSE
2022,6,MEMP,24,TULS,28,FALSE
2022,6,NAVY,3,TLNE,23,FALSE
2022,6,BC,6,LOU,23,FALSE
2022,6,CLEM,10,CUSE,17,FALSE
2022,6,FSU,12,WAKE,20,FALSE
2022,6,NCST,31,VT,10,FALSE
2022,6,DUKE,12,UNC,13,FALSE
2022,6,PITT,21,GT,20,FALSE
2022,6,UVA,37,MIAF,3,FALSE
2022,6,WISC,38,ILLI,10,FALSE
2022,6,IOWA,27,MICH,7,FALSE
2022,6,MINN,20,PURD,27,FALSE
2022,6,NEB,38,IND,24,FALSE
2022,6,PNST,37,NW,17,FALSE
2022,6,UMD,9,MIST,29,FALSE
2022,6,OHST,34,RUTG,20,FALSE
2022,6,BAYL,33,TTU,17,FALSE
2022,6,KSST,44,TCU,29,FALSE
2022,6,KANS,34,OKST,3,FALSE
2022,6,ND,24,OKLA,13,FALSE
2022,6,TEX,29,WVU,3,FALSE
2022,6,FAU,24,WKU,13,FALSE
2022,6,MRSH,28,CHAR,17,FALSE
2022,6,ODU,30,FIU,20,FALSE
2022,6,UTEP,14,UAB,13,FALSE
2022,6,UNT,29,LT,20,FALSE
2022,6,USM,34,RICE,7,FALSE
2022,6,ARMY,20,UTSA,3,FALSE
2022,6,CONN,22,MASS,21,FALSE
2022,6,AKRN,12,MIAO,10,FALSE
2022,6,NIU,31,OHIO,0,FALSE
2022,6,EMU,30,BUFF,13,FALSE
2022,6,CMU,12,BGSU,20,FALSE
2022,6,WMU,45,TLDO,14,FALSE
2022,6,USAF,23,BOIS,6,FALSE
2022,6,UTST,24,UNLV,13,FALSE
2022,6,UNM,30,WYOM,3,FALSE
2022,6,FRES,30,HAWI,24,FALSE
2022,6,SDSU,47,SJSU,19,FALSE
2022,6,COLO,28,OREG,31,FALSE
2022,6,AZST,24,WASH,20,FALSE
2022,6,WAST,24,CAL,9,FALSE
2022,6,STAN,34,UTAH,7,FALSE
2022,6,ORST,44,USC,23,FALSE
2022,6,UCLA,34,ZONA,13,FALSE
2022,6,MIZZ,20,UGA,9,FALSE
2022,6,FLA,14,LSU,31,FALSE
2022,6,UKEN,31,SOCA,40,FALSE
2022,6,TENN,27,BAMA,12,FALSE
2022,6,VAND,20,MISS,17,FALSE
2022,6,TAMU,19,MSST,23,FALSE
2022,6,AUB,35,ARK,23,FALSE
2022,6,CCU,15,APST,3,FALSE
2022,6,ULM,29,GASO,10,FALSE
2022,6,TXST,64,GAST,27,FALSE
2022,6,ARST,37,USA,10,FALSE
2022,7,UAB,21,UTSA,37,FALSE
2022,7,BGSU,37,CINC,6,FALSE
2022,7,ECU,24,UCF,0,FALSE
2022,7,UHOU,40,TEMP,7,FALSE
2022,7,USF,24,NAVY,7,FALSE
2022,7,SMU,27,MEMP,34,FALSE
2022,7,TULS,17,TLNE,30,FALSE
2022,7,BC,6,CLEM,13,FALSE
2022,7,NCST,20,FSU,22,FALSE
2022,7,UVA,45,LOU,24,FALSE
2022,7,WAKE,27,CUSE,20,FALSE
2022,7,MIAF,6,DUKE,19,FALSE
2022,7,VT,20,GT,6,FALSE
2022,7,UNC,6,PITT,7,FALSE
2022,7,ILLI,55,IOWA,14,FALSE
2022,7,MINN,9,UNT,21,FALSE
2022,7,RUTG,31,NEB,24,FALSE
2022,7,NW,36,WISC,28,FALSE
2022,7,UMD,28,PURD,10,FALSE
2022,7,IND,48,MICH,9,FALSE
2022,7,MIST,34,OHST,21,FALSE
2022,7,WVU,16,BAYL,24,FALSE
2022,7,TCU,41,TTU,16,FALSE
2022,7,OKLA,21,KANS,3,FALSE
2022,7,IAST,7,KSST,9,FALSE
2022,7,OKST,7,TEX,13,FALSE
2022,7,MRSH,24,MASS,21,FALSE
2022,7,CHAR,21,WKU,27,FALSE
2022,7,MTSU,29,UTEP,20,FALSE
2022,7,FIU,20,CONN,17,FALSE
2022,7,RICE,20,ODU,6,FALSE
2022,7,NMSU,38,LT,31,FALSE
2022,7,LU,20,ARMY,3,FALSE
2022,7,SDSU,43,BYU,7,FALSE
2022,7,MIAO,33,NIU,0,FALSE
2022,7,WMU,31,OHIO,3,FALSE
2022,7,BUFF,27,AKRN,10,FALSE
2022,7,KENT,14,BALL,20,FALSE
2022,7,EMU,21,CMU,19,FALSE
2022,7,GASO,31,TLDO,27,FALSE
2022,7,BOIS,7,CSU,20,FALSE
2022,7,USAF,22,UNM,7,FALSE
2022,7,WYOM,20,SJSU,44,FALSE
2022,7,HAWI,19,NEV,21,FALSE
2022,7,UNLV,27,FRES,20,FALSE
2022,7,OREG,12,WASH,24,FALSE
2022,7,STAN,33,ORST,6,FALSE
2022,7,CAL,23,UCLA,29,FALSE
2022,7,USC,31,AZST,24,FALSE
2022,7,UTAH,28,ZONA,21,FALSE
2022,7,MSST,6,UGA,3,FALSE
2022,7,TENN,30,MIZZ,3,FALSE
2022,7,FLA,20,UKEN,7,FALSE
2022,7,VAND,28,SOCA,6,FALSE
2022,7,LSU,34,BAMA,14,FALSE
2022,7,AUB,23,TAMU,21,FALSE
2022,7,ARK,24,MISS,9,FALSE
2022,7,GAST,19,ULL,14,FALSE
2022,7,TROY,26,ARST,10,FALSE
2022,7,TXST,31,CCU,20,FALSE
2022,7,USA,52,ULM,20,FALSE
2022,8,CINC,19,ECU,17,FALSE
2022,8,UCF,34,TEMP,10,FALSE
2022,8,MEMP,23,UHOU,14,FALSE
2022,8,NAVY,48,TULS,13,FALSE
2022,8,WAKE,28,BC,0,FALSE
2022,8,CLEM,24,MIAF,20,FALSE
2022,8,FSU,12,GT,21,FALSE
2022,8,LOU,24,PITT,3,FALSE
2022,8,CUSE,24,ND,28,FALSE
2022,8,DUKE,44,VT,24,FALSE
2022,8,UVA,48,UNC,17,FALSE
2022,8,ILLI,34,MINN,6,FALSE
2022,8,PURD,34,NEB,10,FALSE
2022,8,NW,10,WMU,28,FALSE
2022,8,MIST,29,WISC,3,FALSE
2022,8,IND,24,UMD,17,FALSE
2022,8,MICH,21,PNST,24,FALSE
2022,8,IAST,31,BAYL,6,FALSE
2022,8,TCU,76,OKST,10,FALSE
2022,8,TTU,10,KANS,24,FALSE
2022,8,WVU,33,OKLA,28,FALSE
2022,8,KSST,24,TEX,17,FALSE
2022,8,FAU,43,ODU,19,FALSE
2022,8,MRSH,14,MTSU,24,FALSE
2022,8,WKU,33,FIU,14,FALSE
2022,8,CHAR,31,USM,10,FALSE
2022,8,UAB,33,GAST,10,FALSE
2022,8,UTSA,26,LT,36,FALSE
2022,8,UTEP,33,UNT,17,FALSE
2022,8,NMSU,28,RICE,0,FALSE
2022,8,BYU,12,ARMY,6,FALSE
2022,8,LU,23,MASS,14,FALSE
2022,8,BALL,41,MIAO,40,FALSE
2022,8,OHIO,15,BUFF,0,FALSE
2022,8,TLDO,24,KENT,3,FALSE
2022,8,NIU,20,AKRN,27,FALSE
2022,8,CMU,17,UNLV,3,FALSE
2022,8,BOIS,56,FRES,13,FALSE
2022,8,WYOM,44,USAF,3,FALSE
2022,8,CSU,17,UTST,10,FALSE
2022,8,UNM,31,SDSU,17,FALSE
2022,8,NCST,3,NEV,27,FALSE
2022,8,ZONA,13,OREG,24,FALSE
2022,8,WASH,45,COLO,10,FALSE
2022,8,STAN,49,WAST,3,FALSE
2022,8,UTAH,10,ORST,17,FALSE
2022,8,USC,47,CAL,17,FALSE
2022,8,UKEN,21,UGA,3,FALSE
2022,8,AUB,23,MIZZ,21,FALSE
2022,8,VAND,7,FLA,38,FALSE
2022,8,ARK,10,SOCA,24,FALSE
2022,8,LSU,14,TENN,31,FALSE
2022,8,BAMA,38,MSST,9,FALSE
2022,8,TAMU,6,MISS,14,FALSE
2022,8,ULM,31,APST,34,FALSE
2022,8,GASO,20,USA,10,FALSE
2022,8,TROY,17,CCU,21,FALSE
2022,8,ARST,10,ULL,14,FALSE
2022,9,UHOU,42,CINC,3,FALSE
2022,9,TLNE,27,UCF,17,FALSE
2022,9,TEMP,52,ECU,0,FALSE
2022,9,TULS,31,USF,17,FALSE
2022,9,NAVY,26,MEMP,7,FALSE
2022,9,BC,13,DUKE,22,FALSE
2022,9,FSU,27,CLEM,3,FALSE
2022,9,LOU,37,WAKE,31,FALSE
2022,9,UNC,23,NCST,13,FALSE
2022,9,CUSE,20,UVA,14,FALSE
2022,9,VT,42,MIAF,30,FALSE
2022,9,OHST,37,IOWA,12,FALSE
2022,9,PNST,41,MINN,17,FALSE
2022,9,UMD,17,NW,10,FALSE
2022,9,WISC,24,PURD,13,FALSE
2022,9,RUTG,38,IND,23,FALSE
2022,9,IAST,44,TTU,10,FALSE
2022,9,OKLA,24,KSST,17,FALSE
2022,9,KANS,27,TEX,7,FALSE
2022,9,WVU,17,TCU,27,FALSE
2022,9,BAYL,51,OKST,20,FALSE
2022,9,RICE,0,UTEP,6,FALSE
2022,9,UTSA,33,UNT,27,FALSE
2022,9,LT,41,UAB,0,FALSE
2022,9,PITT,20,ODU,24,FALSE
2022,9,CHAR,24,FIU,13,FALSE
2022,9,WKU,14,USM,3,FALSE
2022,9,MRSH,30,FAU,20,FALSE
2022,9,CONN,24,LU,17,FALSE
2022,9,ARMY,35,NMSU,17,FALSE
2022,9,MTSU,30,BALL,13,FALSE
2022,9,WMU,62,EMU,0,FALSE
2022,9,NIU,0,CMU,27,FALSE
2022,9,AKRN,20,BGSU,23,FALSE
2022,9,KENT,24,OHIO,3,FALSE
2022,9,BUFF,27,MIAO,21,FALSE
2022,9,SJSU,26,NEV,14,FALSE
2022,9,UNM,27,FRES,14,FALSE
2022,9,CSU,20,WYOM,16,FALSE
2022,9,HAWI,42,UTST,27,FALSE
2022,9,SDSU,30,USAF,6,FALSE
2022,9,UCLA,51,UTAH,6,FALSE
2022,9,USC,37,COLO,17,FALSE
2022,9,ORST,29,CAL,7,FALSE
2022,9,STAN,33,AZST,34,FALSE
2022,9,BYU,30,WAST,14,FALSE
2022,9,ZONA,58,WASH,31,FALSE
2022,9,OREG,17,UNLV,13,FALSE
2022,9,AUB,41,LSU,38,FALSE
2022,9,MISS,7,BAMA,31,FALSE
2022,9,UKEN,28,MSST,3,FALSE
2022,9,SOCA,38,TAMU,24,FALSE
2022,9,TENN,38,FLA,3,FALSE
2022,9,MIZZ,45,ARK,6,FALSE
2022,9,UGA,21,VAND,10,FALSE
2022,9,ULM,26,TXST,15,FALSE
2022,9,GT,6,ULL,14,FALSE
2022,9,USA,49,TROY,10,FALSE
2022,9,GAST,26,CCU,0,FALSE
2022,9,APST,27,ARST,14,FALSE
2022,9,MIST,49,SMU,27,FALSE
2022,10,TXST,47,ARST,13,FALSE
2022,10,ULL,9,TROY,24,FALSE
2022,10,GAST,13,GASO,23,FALSE
2022,10,COLO,7,UCLA,28,FALSE
2022,10,ZONA,17,WAST,34,FALSE
2022,10,OREG,31,STAN,17,FALSE
2022,10,NEV,31,SDSU,17,FALSE
2022,10,UNLV,21,UNM,14,FALSE
2022,10,CSU,46,HAWI,13,FALSE
2022,10,UTST,42,SJSU,20,FALSE
2022,10,WYOM,27,BOIS,21,FALSE
2022,10,NIU,27,TLDO,10,FALSE
2022,10,AKRN,34,APST,16,FALSE
2022,10,BGSU,34,WMU,17,FALSE
2022,10,KENT,7,EMU,20,FALSE
2022,10,MISS,24,BUFF,3,FALSE
2022,10,OHIO,7,BALL,6,FALSE
2022,10,CCU,31,MIAO,14,FALSE
2022,10,BYU,6,LU,3,FALSE
2022,10,NMSU,37,CONN,3,FALSE
2022,10,USM,24,UTEP,10,FALSE
2022,10,RICE,10,UAB,6,FALSE
2022,10,FIU,27,MASS,10,FALSE
2022,10,LT,14,MTSU,10,FALSE
2022,10,UTSA,30,CHAR,27,FALSE
2022,10,WKU,35,ODU,29,FALSE
2022,10,FRES,17,MRSH,21,FALSE
2022,10,OKST,20,WVU,7,FALSE
2022,10,TEX,40,IAST,17,FALSE
2022,10,TTU,36,OKLA,5,FALSE
2022,10,BAYL,21,UNT,6,FALSE
2022,10,PNST,45,OHST,14,FALSE
2022,10,MICH,14,MIST,24,FALSE
2022,10,WISC,17,KANS,33,FALSE
2022,10,MINN,13,RUTG,14,FALSE
2022,10,IOWA,28,NW,21,FALSE
2022,10,NEB,7,ILLI,10,FALSE
2022,10,UNC,12,VT,13,FALSE
2022,10,MIAF,29,FAU,14,FALSE
2022,10,GT,21,UVA,35,FALSE
2022,10,USA,14,DUKE,9,FALSE
2022,10,PITT,34,CUSE,17,FALSE
2022,10,NCST,27,WAKE,22,FALSE
2022,10,CLEM,0,LOU,20,FALSE
2022,10,ND,28,BC,0,FALSE
2022,10,TULS,33,UKEN,19,FALSE
2022,10,UHOU,25,TLNE,13,FALSE
2022,10,SMU,33,ECU,20,FALSE
2022,10,USF,14,MIZZ,9,FALSE
2022,10,MEMP,28,TEMP,34,FALSE
2022,10,UCF,35,NAVY,10,FALSE
2022,11,NAVY,34,UHOU,31,FALSE
2022,11,MEMP,28,USF,7,FALSE
2022,11,TLNE,35,TEMP,21,FALSE
2022,11,TULS,33,UCF,21,FALSE
2022,11,SMU,17,CINC,6,FALSE
2022,11,GT,41,MIAF,34,FALSE
2022,11,PITT,31,DUKE,30,FALSE
2022,11,CUSE,45,FSU,10,FALSE
2022,11,WAKE,45,CLEM,10,FALSE
2022,11,RUTG,43,MICH,17,FALSE
2022,11,IND,21,PNST,10,FALSE
2022,11,WISC,17,UMD,14,FALSE
2022,11,NW,41,OHST,20,FALSE
2022,11,KENT,14,NEB,13,FALSE
2022,11,PURD,20,IOWA,3,FALSE
2022,11,ILLI,38,MIST,37,FALSE
2022,11,TTU,28,WVU,17,FALSE
2022,11,OKST,16,IAST,9,FALSE
2022,11,KANS,23,TCU,45,FALSE
2022,11,BAYL,34,KSST,7,FALSE
2022,11,UAB,15,CONN,19,FALSE
2022,11,FIU,17,MTSU,16,FALSE
2022,11,ECU,23,CHAR,7,FALSE
2022,11,ODU,17,MRSH,16,FALSE
2022,11,UNT,35,FAU,10,FALSE
2022,11,BC,21,MASS,17,FALSE
2022,11,LT,34,NMSU,3,FALSE
2022,11,UVA,24,LU,3,FALSE
2022,11,USM,3,ARMY,0,FALSE
2022,11,UNC,45,ND,27,FALSE
2022,11,EMU,44,TLDO,9,FALSE
2022,11,CMU,6,BALL,3,FALSE
2022,11,BGSU,22,BUFF,16,FALSE
2022,11,OHIO,13,RICE,0,FALSE
2022,11,FRES,17,SJSU,23,FALSE
2022,11,NEV,31,CSU,34,FALSE
2022,11,HAWI,14,WYOM,7,FALSE
2022,11,UNLV,31,USAF,13,FALSE
2022,11,UNM,30,BOIS,24,FALSE
2022,11,ZONA,21,COLO,38,FALSE
2022,11,UTAH,7,USC,16,FALSE
2022,11,AZST,37,ORST,10,FALSE
